"Gravelly"|"82282897"|"22348145"
"Gravelly"|"82282900"|"22348146"
"Gravelly"|"82282903"|"22348148"
"Gravelly"|"82282907"|"22348150"
"Very channery"|"82282910"|"22348152"
"Gravelly"|"82282914"|"22348155"
"Very channery"|"82282917"|"22348158"
"Gravelly"|"82282918"|"22348159"
"Very gravelly"|"82282920"|"22348161"
"Very gravelly"|"82282924"|"22348164"
"Very gravelly"|"82282927"|"22348167"
"Gravelly"|"82282930"|"22348168"
"Gravelly"|"82282933"|"22348169"
"Gravelly"|"82282938"|"22348170"
"Gravelly"|"82282941"|"22348171"
"Gravelly"|"82282944"|"22348172"
"Gravelly"|"82282947"|"22348174"
"Gravelly"|"82282951"|"22348175"
"Gravelly"|"82282954"|"22348177"
"Channery"|"82282958"|"22348178"
"Gravelly"|"82282963"|"22348179"
"Gravelly"|"82282966"|"22348181"
"Gravelly"|"82282970"|"22348182"
"Gravelly"|"82282972"|"22348183"
"Gravelly"|"82282978"|"22348185"
"Gravelly"|"82282981"|"22348186"
"Gravelly"|"82282984"|"22348187"
"Gravelly"|"82282987"|"22348189"
"Gravelly"|"82282991"|"22348190"
"Gravelly"|"82282994"|"22348192"
"Gravelly"|"82282999"|"22348193"
"Very gravelly"|"82283002"|"22348195"
"Channery"|"82283005"|"22348196"
"Very gravelly"|"82283011"|"22348197"
"Extremely gravelly"|"82283014"|"22348200"
"Extremely gravelly"|"82283017"|"22348203"
"Gravelly"|"82283020"|"22348204"
"Gravelly"|"82283023"|"22348206"
"Gravelly"|"82283027"|"22348207"
"Gravelly"|"82283030"|"22348208"
"Gravelly"|"82283034"|"22348209"
"Gravelly"|"82283037"|"22348210"
"Gravelly"|"82283043"|"22348211"
"Gravelly"|"82283046"|"22348212"
"Gravelly"|"82283049"|"22348213"
"Gravelly"|"82283052"|"22348215"
"Gravelly"|"82283057"|"22348216"
"Gravelly"|"82283060"|"22348217"
"Gravelly"|"82283068"|"22348218"
"Gravelly"|"82283071"|"22348219"
"Channery"|"82283079"|"22348220"
"Channery"|"82283085"|"22348223"
"Channery"|"82283088"|"22348225"
"Gravelly"|"82283094"|"22348226"
"Gravelly"|"82283096"|"22348228"
"Gravelly"|"82283100"|"22348229"
"Gravelly"|"82283103"|"22348230"
"Gravelly"|"82283108"|"22348232"
"Gravelly"|"82283111"|"22348234"
"Gravelly"|"82283116"|"22348236"
"Gravelly"|"82283119"|"22348238"
"Gravelly"|"82283122"|"22348239"
"Gravelly"|"82283125"|"22348240"
"Extremely channery"|"82283130"|"22348243"
"Gravelly"|"82283135"|"22348245"
"Gravelly"|"82283138"|"22348247"
"Gravelly"|"82283142"|"22348249"
"Gravelly"|"82283145"|"22348251"
"Gravelly"|"82283148"|"22348252"
"Gravelly"|"82283151"|"22348253"
"Channery"|"82283155"|"22348254"
"Channery"|"82283156"|"22348255"
"Channery"|"82283159"|"22348256"
"Extremely channery"|"82283161"|"22348258"
"Channery"|"82283164"|"22348260"
"Very channery"|"82283167"|"22348263"
"Channery"|"82283171"|"22348264"
"Channery"|"82283172"|"22348265"
"Very channery"|"82283181"|"22348267"
"Gravelly"|"82283186"|"22348269"
"Gravelly"|"82283189"|"22348270"
"Gravelly"|"82283200"|"22348272"
"Gravelly"|"82283203"|"22348274"
"Gravelly"|"82283206"|"22348275"
"Gravelly"|"82283209"|"22348276"
"Gravelly"|"82283213"|"22348277"
"Gravelly"|"82283216"|"22348278"
"Stony"|"82283221"|"22348280"
"Gravelly"|"82283223"|"22348282"
