0|0|0|30|46|61||"148903092"|"92013831"
30|46|61|46||76|"Wet"|"148903092"|"92013832"
30||61|183|183|183||"148907623"|"92017637"
0|0|0|15|31|46||"148907623"|"92017638"
15|31|46|30||61|"Wet"|"148907623"|"92017639"
30||46|183|183|183||"148913996"|"92023276"
0|0|0|15|23|30||"148913996"|"92023277"
15|23|30|30||46|"Wet"|"148913996"|"92023278"
46||76|183|183|183||"148905051"|"92015458"
0|0|0|30|46|61||"148905051"|"92015459"
30|46|61|46||76|"Wet"|"148905051"|"92015460"
0|0|0|183|183|183|"Wet"|"148907675"|"92017709"
61||91|183|183|183||"148912476"|"92021954"
0|0|0|46|61|76||"148912476"|"92021955"
46|61|76|61||91|"Wet"|"148912476"|"92021956"
0|0|0|183|183|183|"Wet"|"148905967"|"92016334"
30||61|183|183|183||"148908304"|"92018265"
0|0|0|15|31|46||"148908304"|"92018266"
15|31|46|30||61|"Wet"|"148908304"|"92018267"
30||46|183|183|183||"148914060"|"92023337"
