589367|"331254"|"657964"|"19286118"
154004|"331255"|"657964"|"19286237"
19981|"331256"|"657964"|"19286119"
431|"331258"|"657964"|"19286248"
2414|"331259"|"657964"|"19286120"
24620|"331267"|"657964"|"19286121"
81756|"331268"|"657964"|"19286122"
7589|"331269"|"657964"|"19286123"
92509|"331270"|"657964"|"19286124"
36746|"331271"|"657964"|"19286125"
256534|"331272"|"657964"|"19286126"
150363|"331273"|"657964"|"19286129"
3600|"331274"|"657964"|"19286130"
3029|"331275"|"657964"|"19286131"
65582|"331276"|"657964"|"19286132"
176566|"331277"|"657964"|"19286133"
2299|"331278"|"657964"|"19286249"
125|"331279"|"657964"|"19286250"
3479|"331280"|"657964"|"19286251"
335|"331281"|"657964"|"19286252"
1261881|"331282"|"657964"|"19286134"
11497|"331283"|"657964"|"19286135"
139430|"331285"|"657964"|"19286136"
178570|"331286"|"657964"|"19286137"
231261|"331287"|"657964"|"19286138"
28667|"331288"|"657964"|"19286139"
221183|"331289"|"657964"|"19286141"
70234|"331290"|"657964"|"19286142"
4830|"331291"|"657964"|"19286144"
22384|"331292"|"657964"|"19286145"
36407|"331293"|"657964"|"19286146"
114344|"331294"|"657964"|"19286147"
316849|"331295"|"657964"|"19286151"
23361|"331296"|"657964"|"19286152"
37102|"331297"|"657964"|"19286153"
50786|"331298"|"657964"|"19286154"
7364|"331299"|"657964"|"19286155"
4138|"331300"|"657964"|"19286156"
45594|"331301"|"657964"|"19286159"
4719|"331302"|"657964"|"19286160"
57587|"331303"|"657964"|"19286161"
16982|"331304"|"657964"|"19286162"
97770|"331305"|"657964"|"19286163"
7739|"331306"|"657964"|"19286164"
388238|"331307"|"657964"|"19286165"
84451|"331308"|"657964"|"19286166"
33686|"331309"|"657964"|"19286167"
40137|"331310"|"657964"|"19286168"
19736|"331311"|"657964"|"19286169"
221037|"331312"|"657964"|"19286170"
233221|"331313"|"657964"|"19286171"
13089|"331314"|"657964"|"19286172"
19473|"331315"|"657964"|"19286173"
60135|"331317"|"657964"|"19286174"
22265|"331318"|"657964"|"19286175"
2|"331320"|"657964"|"19286176"
296290|"331322"|"657964"|"19286177"
135744|"331323"|"657964"|"19286178"
4798|"331324"|"657964"|"19286179"
88526|"331325"|"657964"|"19286180"
370|"331326"|"657964"|"19286181"
28496|"331327"|"657964"|"19286183"
154137|"331328"|"657964"|"19286184"
4476|"331329"|"657964"|"19286185"
16807|"331330"|"657964"|"19286186"
17939|"331333"|"657964"|"19286187"
11606|"331334"|"657964"|"19286188"
62743|"331335"|"657964"|"19286189"
9844|"331336"|"657964"|"19286190"
47127|"331338"|"657964"|"19286191"
865|"331339"|"657964"|"19286192"
8377|"331341"|"657964"|"19286193"
842|"331342"|"657964"|"19286194"
16175|"331343"|"657964"|"19286195"
2122|"331344"|"657964"|"19286255"
10456|"331345"|"657964"|"19286196"
38700|"331346"|"657964"|"19286197"
11658|"331347"|"657964"|"19286198"
99521|"331348"|"657964"|"19286199"
66266|"331349"|"657964"|"19286200"
51285|"331350"|"657964"|"19286201"
44083|"331351"|"657964"|"19286202"
1990|"331352"|"657964"|"19286203"
30258|"331353"|"657964"|"19286204"
26499|"331355"|"657964"|"19286205"
18576|"331356"|"657964"|"19286206"
41915|"331357"|"657964"|"19286207"
34134|"331358"|"657964"|"19286208"
11|"331359"|"657964"|"19286209"
9186|"331360"|"657964"|"19286210"
63270|"331361"|"657964"|"19286212"
80075|"331362"|"657964"|"19286213"
12394|"331363"|"657964"|"19286256"
53527|"331364"|"657964"|"19286214"
145601|"331365"|"657964"|"19286215"
32243|"331367"|"657964"|"19286216"
82227|"331368"|"657964"|"19286217"
677157|"331369"|"657964"|"19286218"
33713|"331370"|"657964"|"19286219"
1|"331371"|"657964"|"19286242"
58644|"331372"|"657964"|"19286226"
42854|"331373"|"657964"|"19286227"
158002|"331374"|"657964"|"19286229"
86136|"331375"|"657964"|"19286230"
87035|"331376"|"657964"|"19286231"
2303|"331377"|"657964"|"19286232"
21427|"331378"|"657964"|"19286233"
1680|"331379"|"657964"|"19286234"
16637|"331380"|"657964"|"19286143"
24843|"331381"|"657964"|"19286116"
51262|"331382"|"657964"|"19286039"
6028|"331383"|"657964"|"19286158"
14465|"331384"|"657964"|"19286157"
24015|"331385"|"657964"|"19286128"
182690|"331386"|"657964"|"19286127"
1339|"331387"|"657964"|"19286150"
256064|"331388"|"657964"|"19286149"
182320|"331389"|"657964"|"19286148"
41242|"331390"|"657964"|"19286221"
199046|"331391"|"657964"|"19286220"
13416|"331392"|"657964"|"19286211"
8684|"331393"|"657964"|"19286223"
114051|"331394"|"657964"|"19286222"
40505|"331395"|"657964"|"19286225"
291369|"331396"|"657964"|"19286224"
58651|"331397"|"657964"|"19286228"
58341|"331398"|"657964"|"19286045"
2964|"331399"|"657964"|"19286044"
24847|"331400"|"657964"|"19286054"
8512|"331401"|"657964"|"19286053"
2379|"331402"|"657964"|"19286056"
6258|"331403"|"657964"|"19286055"
1072|"331404"|"657964"|"19286240"
11054|"331405"|"657964"|"19286060"
5396|"331406"|"657964"|"19286059"
57919|"331408"|"657964"|"19286083"
1064|"331409"|"657964"|"19286082"
5484|"331410"|"657964"|"19286087"
48767|"331411"|"657964"|"19286086"
23633|"331412"|"657964"|"19286085"
827533|"331413"|"657964"|"19286084"
56723|"331444"|"657964"|"19286257"
41382|"331445"|"657964"|"19286258"
26463|"331446"|"657964"|"19286140"
101791|"331447"|"657964"|"19286253"
27716|"331448"|"657964"|"19286182"
7320|"331449"|"657964"|"19286254"
6676|"331451"|"657964"|"19286244"
63296|"331452"|"657964"|"19286071"
34403|"331453"|"657964"|"19286247"
177|"331454"|"657964"|"19286090"
11123|"331455"|"657964"|"19286245"
|"331467"|"657964"|"19286241"
|"331479"|"657964"|"19286235"
|"331488"|"657964"|"19286236"
|"331492"|"657964"|"19286239"
256064|"331506"|"657964"|"19286238"
58105|"331235"|"663055"|"19269803"
190620|"331237"|"663055"|"19269804"
|"331476"|"663055"|"19269805"
75431|"331237"|"663056"|"19285891"
|"331476"|"663056"|"19285892"
21143|"331235"|"663057"|"19269806"
127331|"331239"|"663057"|"19269807"
|"331476"|"663057"|"19269808"
990649|"331235"|"663058"|"19285893"
21726|"331239"|"663058"|"19285894"
|"331476"|"663058"|"19285895"
14061|"331235"|"663059"|"19277115"
109786|"331237"|"663059"|"19277116"
|"331476"|"663059"|"19277117"
68463|"331237"|"663060"|"19263616"
|"331476"|"663060"|"19263617"
473877|"331235"|"663061"|"19273184"
25508|"331237"|"663061"|"19273185"
|"331476"|"663061"|"19273186"
12|"331235"|"663062"|"19270252"
422617|"331239"|"663062"|"19270253"
|"331476"|"663062"|"19270254"
40296|"331235"|"663063"|"19280505"
47102|"331237"|"663063"|"19280506"
|"331476"|"663063"|"19280507"
1883371|"331235"|"663064"|"19270255"
31326|"331237"|"663064"|"19270256"
9942|"331239"|"663064"|"19270257"
|"331476"|"663064"|"19270258"
730|"331235"|"663065"|"19263618"
10056|"331237"|"663065"|"19263619"
|"331476"|"663065"|"19263620"
24222|"331235"|"663066"|"19273187"
286229|"331237"|"663066"|"19273188"
|"331476"|"663066"|"19273189"
|"331485"|"663066"|"19273190"
120889|"331235"|"663067"|"19263621"
4895|"331237"|"663067"|"19263622"
|"331476"|"663067"|"19263623"
8988|"331237"|"663068"|"19280508"
|"331476"|"663068"|"19280509"
1323945|"331235"|"663069"|"19270259"
7|"331239"|"663069"|"19270260"
|"331476"|"663069"|"19270261"
37521|"331235"|"663070"|"19285896"
129599|"331239"|"663070"|"19285897"
|"331476"|"663070"|"19285898"
169306|"331235"|"663071"|"19277118"
4|"331239"|"663071"|"19277119"
|"331476"|"663071"|"19277120"
277581|"331237"|"663072"|"19263624"
|"331476"|"663072"|"19263625"
237801|"331235"|"663073"|"19277121"
1|"331237"|"663073"|"19277122"
|"331476"|"663073"|"19277123"
31161|"331235"|"663074"|"19269809"
777892|"331237"|"663074"|"19269810"
|"331476"|"663074"|"19269811"
4101|"331235"|"663075"|"19285899"
85124|"331237"|"663075"|"19285900"
|"331476"|"663075"|"19285901"
469205|"331237"|"663076"|"19269812"
|"331476"|"663076"|"19269813"
312369|"331235"|"663077"|"19285902"
|"331476"|"663077"|"19285903"
|"331485"|"663077"|"19285904"
1990|"331235"|"663078"|"19277124"
11873|"331237"|"663078"|"19277125"
|"331476"|"663078"|"19277126"
271255|"331235"|"663079"|"19260052"
5|"331237"|"663079"|"19260053"
|"331476"|"663079"|"19260054"
120378|"331235"|"663080"|"19277127"
112726|"331237"|"663080"|"19277128"
|"331476"|"663080"|"19277129"
32784|"331235"|"663081"|"19269814"
|"331476"|"663081"|"19269815"
258659|"331237"|"663082"|"19285905"
|"331476"|"663082"|"19285906"
|"331485"|"663082"|"19285907"
6422|"331235"|"663083"|"19270262"
308702|"331237"|"663083"|"19270263"
|"331476"|"663083"|"19270264"
0|"331235"|"663084"|"19263626"
13697|"331239"|"663084"|"19263627"
|"331476"|"663084"|"19263628"
261816|"331237"|"663085"|"19273191"
|"331476"|"663085"|"19273192"
10279|"331235"|"663086"|"19263629"
241977|"331237"|"663086"|"19263630"
|"331476"|"663086"|"19263631"
153830|"331235"|"663087"|"19280510"
4375|"331237"|"663087"|"19280511"
|"331476"|"663087"|"19280512"
1596|"331235"|"663088"|"19270265"
513706|"331237"|"663088"|"19270266"
|"331476"|"663088"|"19270267"
35488|"331235"|"663089"|"19280513"
77245|"331237"|"663089"|"19280514"
|"331476"|"663089"|"19280515"
198094|"331237"|"663090"|"19273193"
|"331476"|"663090"|"19273194"
442966|"331237"|"663091"|"19263632"
|"331476"|"663091"|"19263633"
37034|"331235"|"663092"|"19277130"
61649|"331237"|"663092"|"19277131"
|"331476"|"663092"|"19277132"
93327|"331235"|"663093"|"19265825"
|"331476"|"663093"|"19265826"
358204|"331235"|"663094"|"19280339"
|"331476"|"663094"|"19280340"
32664|"331235"|"663095"|"19265827"
44013|"331237"|"663095"|"19265828"
|"331476"|"663095"|"19265829"
50811|"331235"|"663096"|"19280341"
133563|"331237"|"663096"|"19280342"
|"331476"|"663096"|"19280343"
125447|"331237"|"663097"|"19273097"
|"331476"|"663097"|"19273098"
40489|"331237"|"663098"|"19263634"
|"331476"|"663098"|"19263635"
667433|"331235"|"663099"|"19273099"
23|"331239"|"663099"|"19273100"
|"331476"|"663099"|"19273101"
15110|"331235"|"663100"|"19265830"
108776|"331237"|"663100"|"19265831"
|"331476"|"663100"|"19265832"
410029|"331237"|"663101"|"19280344"
|"331476"|"663101"|"19280345"
52371|"331237"|"663102"|"19265833"
|"331476"|"663102"|"19265834"
7580|"331235"|"663103"|"19263636"
94470|"331237"|"663103"|"19263637"
|"331476"|"663103"|"19263638"
91486|"331235"|"663104"|"19273195"
|"331476"|"663104"|"19273196"
44058|"331235"|"663105"|"19263639"
119337|"331237"|"663105"|"19263640"
|"331476"|"663105"|"19263641"
309520|"331237"|"663106"|"19280516"
|"331476"|"663106"|"19280517"
6|"331235"|"663107"|"19270268"
90087|"331237"|"663107"|"19270269"
|"331476"|"663107"|"19270270"
10681|"331237"|"663108"|"19280518"
|"331476"|"663108"|"19280519"
28749|"331235"|"663109"|"19273197"
|"331476"|"663109"|"19273198"
7082|"331235"|"663110"|"19260055"
154894|"331237"|"663110"|"19260056"
|"331476"|"663110"|"19260057"
1|"331235"|"663111"|"19273199"
330718|"331237"|"663111"|"19273200"
|"331476"|"663111"|"19273201"
850796|"331235"|"663112"|"19270271"
1591|"331237"|"663112"|"19270272"
6|"331239"|"663112"|"19270273"
|"331476"|"663112"|"19270274"
2502845|"331235"|"663113"|"19280346"
1|"331237"|"663113"|"19280347"
5|"331239"|"663113"|"19280348"
|"331476"|"663113"|"19280349"
289056|"331235"|"663114"|"19265835"
1|"331239"|"663114"|"19265836"
|"331476"|"663114"|"19265837"
100418|"331235"|"663115"|"19280350"
201739|"331239"|"663115"|"19280351"
|"331476"|"663115"|"19280352"
59468|"331235"|"663116"|"19273102"
13778|"331237"|"663116"|"19273103"
|"331476"|"663116"|"19273104"
297479|"331236"|"665197"|"19260243"
56412|"331237"|"665197"|"19260244"
4132|"331238"|"665197"|"19260245"
|"331474"|"665197"|"19260246"
|"331476"|"665197"|"19260247"
|"331485"|"665197"|"19260248"
24839|"331235"|"665213"|"19270410"
45312|"331237"|"665213"|"19270411"
|"331476"|"665213"|"19270412"
|"331485"|"665213"|"19270413"
|"331502"|"665213"|"19270414"
17720|"331235"|"665215"|"19270415"
|"331476"|"665215"|"19270416"
|"331485"|"665215"|"19270417"
311755|"331235"|"665220"|"19270418"
533222|"331237"|"665220"|"19270419"
|"331476"|"665220"|"19270420"
|"331485"|"665220"|"19270421"
142077|"331235"|"665223"|"19260249"
164477|"331237"|"665223"|"19260250"
|"331476"|"665223"|"19260251"
|"331485"|"665223"|"19260252"
375518|"331235"|"665226"|"19281786"
8276|"331237"|"665226"|"19281787"
|"331476"|"665226"|"19281788"
|"331485"|"665226"|"19281789"
|"331502"|"665226"|"19281790"
297615|"331235"|"665228"|"19264196"
|"331476"|"665228"|"19264197"
|"331485"|"665228"|"19264198"
|"331502"|"665228"|"19264199"
