"Sandy loam"||"80861936"|"82287916"
"Silt loam"||"80859456"|"82285430"
"Fine sandy loam"||"80858251"|"82284220"
"Fine sandy loam"||"80860586"|"82286562"
"Sandy loam"||"80855125"|"82281084"
"Silt loam"||"80861799"|"82287779"
"Coarse sand"||"80858724"|"82284693"
"Silt loam"||"80858044"|"82284013"
"Loamy fine sand"||"80859784"|"82285759"
"Loamy fine sand"||"80855083"|"82281042"
"Very fine sandy loam"||"80861448"|"82287428"
"Very fine sandy loam"||"80855396"|"82281356"
"Silt loam"||"80855198"|"82281157"
"Fine sandy loam"||"80860921"|"82286898"
"Very fine sandy loam"||"80857147"|"82283111"
"Sandy loam"||"80922644"|"82349968"
"Sandy loam"||"80922870"|"82350199"
"Silt loam"||"80858713"|"82284682"
"Very fine sandy loam"||"80860428"|"82286404"
"Fine sandy loam"||"80860682"|"82286658"
"Silt loam"||"80861071"|"82287048"
"Loam"||"80860066"|"82286041"
"Silt loam"||"80860003"|"82285978"
"Loamy sand"||"80860659"|"82286635"
"Silt loam"||"80858507"|"82284476"
"Very fine sand"||"80860233"|"82286208"
"Sand"||"80858768"|"82284737"
"Loamy fine sand"||"80861278"|"82287257"
"Sandy loam"||"80857837"|"82283805"
"Loamy sand"||"80860805"|"82286782"
"Silt loam"||"80861851"|"82287831"
"Loamy fine sand"||"80855040"|"82280999"
"Silt loam"||"80861766"|"82287746"
"Very fine sandy loam"||"80861547"|"82287527"
"Silt loam"||"80857072"|"82283036"
|"Unweathered bedrock"|"80859024"|"82284993"
|"Unweathered bedrock"|"80857167"|"82283131"
|"Unweathered bedrock"|"80857314"|"82283278"
"Silt loam"||"80860045"|"82286020"
"Coarse sandy loam"||"80855224"|"82281184"
"Loam"||"80860705"|"82286681"
"Silt loam"||"80859902"|"82285877"
"Sandy loam"||"80858782"|"82284751"
"Sandy loam"||"80856977"|"82282941"
"Loamy very fine sand"||"80860230"|"82286205"
"Sandy loam"||"80858479"|"82284448"
"Fine sandy loam"||"80858520"|"82284489"
"Fine sandy loam"||"80857864"|"82283832"
|"Muck"|"80856217"|"82282178"
"Fine sandy loam"||"80923401"|"82350733"
"Loam"||"80923717"|"82351052"
"Loamy sand"||"80856156"|"82282117"
"Silt loam"||"80861665"|"82287645"
"Coarse sand"||"80856010"|"82281970"
|"Muck"|"80857285"|"82283249"
"Loam"||"80857750"|"82283718"
"Loam"||"80859969"|"82285944"
"Silt loam"||"80855408"|"82281368"
"Sandy loam"||"80857023"|"82282987"
"Silt loam"||"80859573"|"82285547"
"Silt loam"||"80856679"|"82282642"
"Silt loam"||"80860304"|"82286280"
"Coarse sandy loam"||"80855630"|"82281590"
"Loam"||"80861272"|"82287251"
"Fine sandy loam"||"80860915"|"82286892"
"Fine sandy loam"||"80858625"|"82284594"
"Sandy loam"||"80859200"|"82285170"
"Silt loam"||"80858199"|"82284168"
"Fine sandy loam"||"80860863"|"82286840"
"Silt loam"||"80861007"|"82286984"
"Sandy loam"||"80858563"|"82284532"
"Very fine sandy loam"||"80859531"|"82285505"
"Silt loam"||"80859418"|"82285392"
"Fine sandy loam"||"80924063"|"82351398"
"Very fine sandy loam"||"80855101"|"82281060"
"Silt loam"||"80861617"|"82287597"
"Loam"||"80861739"|"82287719"
"Silt loam"||"80859586"|"82285560"
"Fine sandy loam"||"80923465"|"82350799"
"Loam"||"80856594"|"82282556"
"Silt loam"||"80857492"|"82283460"
"Loamy fine sand"||"80856206"|"82282167"
"Fine sandy loam"||"80855935"|"82281895"
"Sand"||"80855998"|"82281958"
"Fine sandy loam"||"80857582"|"82283550"
"Silt loam"||"80857980"|"82283949"
"Fine sandy loam"||"80923476"|"82350810"
"Fine sandy loam"||"80859844"|"82285819"
"Loam"||"80861813"|"82287793"
"Loam"||"80923634"|"82350969"
"Silty clay loam"||"80860420"|"82286396"
"Silty clay loam"||"80859913"|"82285888"
"Fine sandy loam"||"80858989"|"82284958"
"Fine sandy loam"||"80923349"|"82350681"
"Loamy fine sand"||"80859130"|"82285100"
|"Unweathered bedrock"|"80857561"|"82283529"
"Very fine sandy loam"||"80859233"|"82285203"
"Sandy loam"||"80856241"|"82282202"
"Loamy sand"||"80923706"|"82351041"
"Silt loam"||"80861325"|"82287304"
"Silt loam"||"80856576"|"82282537"
"Loam"||"80861710"|"82287690"
"Very fine sandy loam"||"80854927"|"82280885"
"Silt loam"||"80924224"|"82351559"
"Loam"||"80859719"|"82285693"
"Sandy loam"||"80860407"|"82286383"
"Fine sandy loam"||"80860547"|"82286523"
"Loamy very fine sand"||"80855733"|"82281693"
"Fine sandy loam"||"80858468"|"82284437"
"Silt loam"||"80857311"|"82283275"
|"Muck"|"80855755"|"82281715"
"Loam"||"80856758"|"82282721"
"Fine sandy loam"||"80856801"|"82282764"
"Loam"||"80924011"|"82351346"
"Clay"||"80857999"|"82283968"
"Fine sandy loam"||"80858773"|"82284742"
"Sandy loam"||"80860837"|"82286814"
"Loam"||"80861283"|"82287262"
"Silty clay loam"||"80861168"|"82287146"
"Fine sandy loam"||"80855376"|"82281336"
"Loamy fine sand"||"80920827"|"82348104"
"Coarse sand"||"80920827"|"82348105"
"Fine sandy loam"||"80923391"|"82350723"
"Silt loam"||"80860050"|"82286025"
"Fine sandy loam"||"80858760"|"82284729"
"Silt loam"||"80855685"|"82281645"
"Sandy loam"||"80857771"|"82283739"
"Loam"||"80856631"|"82282593"
"Fine sand"||"80920837"|"82348116"
"Loam"||"80923464"|"82350798"
|"Unweathered bedrock"|"80857212"|"82283176"
"Silt loam"||"80858151"|"82284120"
"Sandy loam"||"80858036"|"82284005"
"Silt loam"||"80859291"|"82285262"
"Silt loam"||"80855445"|"82281405"
"Fine sand"||"80855260"|"82281220"
"Sand"||"80854916"|"82280874"
"Loam"||"80861654"|"82287634"
"Loam"||"80859792"|"82285767"
"Fine sandy loam"||"80858708"|"82284677"
"Loam"||"80858437"|"82284406"
"Loam"||"80856388"|"82282349"
"Very fine sandy loam"||"80855197"|"82281156"
"Loamy fine sand"||"80856136"|"82282097"
"Silt loam"||"80861496"|"82287476"
"Sandy loam"||"80861116"|"82287094"
"Sandy loam"||"80860209"|"82286184"
"Fine sandy loam"||"80860768"|"82286744"
"Silt loam"||"80855363"|"82281323"
"Sandy loam"||"80857908"|"82283877"
"Sand"||"80859740"|"82285714"
"Sandy loam"||"80857470"|"82283438"
"Silty clay"||"80858188"|"82284157"
"Sandy loam"||"80856936"|"82282900"
"Silt loam"||"80860523"|"82286499"
"Fine sandy loam"||"80923982"|"82351317"
"Silty clay loam"||"80856020"|"82281980"
"Fine sandy loam"||"80858416"|"82284385"
"Silty clay loam"||"80860325"|"82286301"
|"Muck"|"80857149"|"82283113"
|"Unweathered bedrock"|"80859866"|"82285841"
"Loam"||"80857728"|"82283696"
"Silt loam"||"80856425"|"82282386"
"Silt loam"||"80856769"|"82282732"
"Loamy coarse sand"||"80859167"|"82285137"
"Loam"||"80860970"|"82286947"
"Fine sandy loam"||"80859078"|"82285047"
"Coarse sand"||"80860536"|"82286512"
"Sandy loam"||"80861421"|"82287401"
"Silt loam"||"80858346"|"82284315"
"Silt loam"||"80861673"|"82287653"
|"Unweathered bedrock"|"80860292"|"82286268"
"Sandy loam"||"80854949"|"82280907"
"Coarse sand"||"80923370"|"82350702"
"Silty clay loam"||"80857969"|"82283938"
|"Unweathered bedrock"|"80856458"|"82282419"
"Loamy fine sand"||"80855123"|"82281082"
"Fine sandy loam"||"80858394"|"82284363"
"Sandy loam"||"80859064"|"82285033"
"Loamy sand"||"80859924"|"82285899"
"Silt loam"||"80856657"|"82282620"
"Fine sand"||"80858749"|"82284718"
"Fine sandy loam"||"80858489"|"82284458"
"Silt loam"||"80922841"|"82350170"
"Fine sandy loam"||"80857264"|"82283228"
"Silt loam"||"80922692"|"82350018"
"Sandy loam"||"80859222"|"82285192"
"Loam"||"80855830"|"82281790"
"Fine sandy loam"||"80860730"|"82286706"
"Loamy sand"||"80856219"|"82282180"
"Sandy loam"||"80860900"|"82286877"
"Silt loam"||"80922808"|"82350137"
"Fine sandy loam"||"80856884"|"82282847"
"Fine sandy loam"||"80860871"|"82286848"
|"Unweathered bedrock"|"80924235"|"82351570"
"Loamy sand"||"80858635"|"82284604"
"Sandy loam"||"80855925"|"82281885"
"Sandy loam"||"80858979"|"82284948"
"Silty clay loam"||"80857418"|"82283386"
"Loam"||"80923697"|"82351032"
"Loam"||"80861022"|"82286999"
"Loam"||"80856717"|"82282680"
"Loam"||"80858784"|"82284753"
"Silt loam"||"80854965"|"82280923"
|"Muck"|"80861559"|"82287539"
|"Unweathered bedrock"|"80858854"|"82284823"
"Sand"||"80855007"|"82280966"
"Silt loam"||"80856487"|"82282448"
"Loam"||"80858614"|"82284583"
"Fine sandy loam"||"80856084"|"82282044"
"Coarse sand"||"80855582"|"82281542"
"Silty clay"||"80859854"|"82285829"
"Sand"||"80858729"|"82284698"
"Fine sandy loam"||"80854953"|"82280911"
"Silty clay"||"80855482"|"82281442"
"Very fine sandy loam"||"80855111"|"82281070"
"Fine sandy loam"||"80858088"|"82284057"
"Loamy sand"||"80856008"|"82281968"
"Silt loam"||"80860131"|"82286106"
|"Muck"|"80861533"|"82287513"
"Silt loam"||"80856864"|"82282827"
"Loam"||"80856988"|"82282952"
"Sandy loam"||"80857877"|"82283845"
"Loam"||"80857117"|"82283081"
"Loamy sand"||"80861189"|"82287167"
"Fine sandy loam"||"80860845"|"82286822"
"Coarse sand"||"80856239"|"82282200"
"Loam"||"80855354"|"82281314"
"Sandy loam"||"80860742"|"82286718"
"Loamy very fine sand"||"80856049"|"82282009"
"Coarse sand"||"80855999"|"82281959"
"Fine sandy loam"||"80859891"|"82285866"
"Silt loam"||"80857186"|"82283150"
"Silt loam"||"80861628"|"82287608"
"Silt loam"||"80858162"|"82284131"
"Coarse sandy loam"||"80860937"|"82286914"
"Silt loam"||"80856498"|"82282459"
"Silt loam"||"80860177"|"82286152"
"Sandy loam"||"80860462"|"82286438"
"Sandy loam"||"80858254"|"82284223"
"Sandy loam"||"80858541"|"82284510"
"Coarse sand"||"80858953"|"82284922"
"Silt loam"||"80859365"|"82285339"
"Sandy loam"||"80923474"|"82350808"
"Silty clay loam"||"80861412"|"82287392"
"Silt loam"||"80855398"|"82281358"
"Fine sandy loam"||"80860741"|"82286717"
"Fine sandy loam"||"80922589"|"82349911"
"Silt loam"||"80857104"|"82283068"
"Loam"||"80922703"|"82350030"
"Sandy loam"||"80857749"|"82283717"
"Silt loam"||"80857160"|"82283124"
"Sandy loam"||"80856158"|"82282119"
"Sandy loam"||"80924000"|"82351335"
"Silt loam"||"80860545"|"82286521"
"Very fine sandy loam"||"80861074"|"82287051"
"Sandy loam"||"80858968"|"82284937"
"Fine sandy loam"||"80859052"|"82285021"
"Loam"||"80856472"|"82282433"
"Silty clay loam"||"80855549"|"82281509"
"Fine sandy loam"||"80860731"|"82286707"
"Fine sandy loam"||"80858510"|"82284479"
"Silty clay loam"||"80861898"|"82287878"
"Loam"||"80857021"|"82282985"
"Silty clay loam"||"80855607"|"82281567"
"Fine sandy loam"||"80859211"|"82285181"
"Silt loam"||"80860396"|"82286372"
|"Unweathered bedrock"|"80859987"|"82285962"
"Sandy loam"||"80924019"|"82351354"
"Fine sandy loam"||"80856790"|"82282753"
"Silty clay loam"||"80858553"|"82284522"
"Loamy sand"||"80857592"|"82283560"
"Sandy loam"||"80856653"|"82282615"
"Loam"||"80859958"|"82285933"
"Sandy loam"||"80857989"|"82283958"
"Loamy fine sand"||"80855070"|"82281029"
"Fine sandy loam"||"80923684"|"82351019"
"Loam"||"80923623"|"82350958"
"Sand"||"80860767"|"82286743"
"Silt loam"||"80861835"|"82287815"
"Loamy sand"||"80856112"|"82282073"
"Sandy loam"||"80855208"|"82281167"
"Loam"||"80855744"|"82281704"
"Silty clay"||"80861314"|"82287293"
|"Unweathered bedrock"|"80861606"|"82287586"
"Silt loam"||"80859544"|"82285518"
"Loam"||"80859636"|"82285610"
"Loam"||"80856446"|"82282407"
"Sandy loam"||"80860834"|"82286811"
"Sandy loam"||"80858140"|"82284109"
"Silt loam"||"80860948"|"82286925"
|"Muck"|"80858213"|"82284182"
"Fine sandy loam"||"80857770"|"82283738"
"Fine sandy loam"||"80860512"|"82286488"
"Fine sandy loam"||"80857666"|"82283634"
"Sandy loam"||"80859159"|"82285129"
"Loam"||"80857082"|"82283046"
"Loam"||"80860032"|"82286007"
"Silt loam"||"80855659"|"82281619"
"Silt loam"||"80861064"|"82287041"
"Fine sandy loam"||"80922705"|"82350033"
|"Unweathered bedrock"|"80858291"|"82284260"
"Sandy loam"||"80859015"|"82284984"
"Sand"||"80861190"|"82287168"
|"Unweathered bedrock"|"80858283"|"82284252"
"Loam"||"80856863"|"82282826"
"Silt loam"||"80859259"|"82285230"
"Loamy fine sand"||"80856620"|"82282582"
"Loam"||"80860061"|"82286036"
"Sand"||"80861053"|"82287030"
"Coarse sand"||"80857551"|"82283519"
"Fine sandy loam"||"80922600"|"82349922"
"Silt loam"||"80858626"|"82284595"
"Fine sandy loam"||"80855814"|"82281774"
"Sandy loam"||"80856273"|"82282234"
"Sandy loam"||"80856748"|"82282711"
"Sandy loam"||"80920826"|"82348103"
"Fine sandy loam"||"80858721"|"82284690"
"Loam"||"80861554"|"82287534"
"Loamy coarse sand"||"80861180"|"82287158"
"Fine sandy loam"||"80855586"|"82281546"
"Fine sandy loam"||"80860974"|"82286951"
"Loam"||"80857459"|"82283427"
"Silty clay loam"||"80859903"|"82285878"
"Silt loam"||"80861570"|"82287550"
"Fine sandy loam"||"80858426"|"82284395"
"Fine sandy loam"||"80859998"|"82285973"
"Loamy sand"||"80856060"|"82282020"
"Loam"||"80923693"|"82351028"
"Very fine sandy loam"||"80859417"|"82285391"
|"Unweathered bedrock"|"80858265"|"82284234"
"Sandy loam"||"80855872"|"82281832"
"Silt loam"||"80859428"|"82285402"
"Loamy sand"||"80857555"|"82283523"
"Silt loam"||"80856550"|"82282511"
"Sandy loam"||"80857897"|"82283865"
"Coarse sand"||"80859302"|"82285274"
"Sand"||"80861095"|"82287072"
"Loamy fine sand"||"80861095"|"82287073"
"Sand"||"80920838"|"82348117"
"Silt loam"||"80859877"|"82285852"
"Silt loam"||"80855330"|"82281290"
"Fine sandy loam"||"80858927"|"82284896"
"Silt loam"||"80858864"|"82284833"
"Silt loam"||"80859660"|"82285634"
"Silt loam"||"80923993"|"82351328"
"Fine sandy loam"||"80855841"|"82281801"
"Loam"||"80859995"|"82285970"
"Silt loam"||"80860135"|"82286110"
"Silt loam"||"80924256"|"82351591"
"Loam"||"80858357"|"82284326"
"Silt loam"||"80860024"|"82285999"
"Silt loam"||"80860303"|"82286279"
|"Unweathered bedrock"|"80858845"|"82284814"
"Loam"||"80859048"|"82285017"
"Sandy loam"||"80856579"|"82282540"
"Loamy sand"||"80858742"|"82284711"
"Silt loam"||"80859490"|"82285464"
"Fine sand"||"80859647"|"82285621"
"Silt loam"||"80857971"|"82283940"
"Silt loam"||"80856906"|"82282869"
"Sandy loam"||"80859892"|"82285867"
"Sand"||"80855039"|"82280998"
"Loam"||"80856695"|"82282658"
"Fine sandy loam"||"80856811"|"82282774"
"Loamy sand"||"80861096"|"82287074"
"Fine sandy loam"||"80860752"|"82286728"
"Very fine sandy loam"||"80858161"|"82284130"
|"Unweathered bedrock"|"80858931"|"82284900"
|"Unweathered bedrock"|"80861820"|"82287800"
"Sandy loam"||"80859042"|"82285011"
"Loamy sand"||"80856123"|"82282084"
"Sand"||"80858092"|"82284061"
"Very fine sandy loam"||"80861327"|"82287306"
|"Mucky peat"|"80861857"|"82287837"
"Fine sandy loam"||"80858875"|"82284844"
"Loam"||"80860418"|"82286394"
"Silty clay loam"||"80856269"|"82282230"
"Loam"||"80856572"|"82282533"
"Fine sandy loam"||"80855748"|"82281708"
"Silt loam"||"80859807"|"82285782"
"Fine sandy loam"||"80860694"|"82286670"
"Loam"||"80855740"|"82281700"
"Loam"||"80855258"|"82281218"
"Loam"||"80924037"|"82351372"
"Silt loam"||"80856480"|"82282441"
"Fine sandy loam"||"80858372"|"82284341"
"Clay"||"80858250"|"82284219"
"Loam"||"80924304"|"82351639"
"Very fine sandy loam"||"80861697"|"82287677"
"Sandy loam"||"80855646"|"82281606"
"Fine sandy loam"||"80857691"|"82283659"
"Fine sandy loam"||"80860256"|"82286231"
"Fine sandy loam"||"80855524"|"82281484"
"Loamy sand"||"80859279"|"82285250"
"Loam"||"80855768"|"82281728"
|"Muck"|"80857233"|"82283197"
"Fine sandy loam"||"80924024"|"82351359"
"Sandy loam"||"80857302"|"82283266"
"Fine sandy loam"||"80861934"|"82287914"
"Silt loam"||"80860085"|"82286060"
"Fine sandy loam"||"80857045"|"82283009"
"Silt loam"||"80859246"|"82285217"
"Silty clay"||"80861235"|"82287214"
"Silty clay loam"||"80858278"|"82284247"
"Fine sandy loam"||"80855561"|"82281521"
"Loam"||"80923416"|"82350748"
"Silt loam"||"80861447"|"82287427"
"Fine sandy loam"||"80858991"|"82284960"
"Silt loam"||"80855888"|"82281848"
"Silt loam"||"80855698"|"82281658"
"Loamy sand"||"80860788"|"82286764"
"Sandy loam"||"80857017"|"82282981"
"Loam"||"80861723"|"82287703"
"Fine sandy loam"||"80858407"|"82284376"
"Silt loam"||"80856537"|"82282498"
"Fine sandy loam"||"80857598"|"82283566"
"Silt loam"||"80861892"|"82287872"
|"Muck"|"80856711"|"82282674"
"Silt loam"||"80860329"|"82286305"
"Loamy fine sand"||"80861132"|"82287110"
"Coarse sand"||"80856437"|"82282398"
"Coarse sand"||"80857505"|"82283473"
"Clay"||"80859856"|"82285831"
"Loamy sand"||"80923958"|"82351293"
"Fine sandy loam"||"80857091"|"82283055"
|"Muck"|"80856215"|"82282176"
"Sandy loam"||"80858359"|"82284328"
|"Mucky peat"|"80857413"|"82283381"
"Silt loam"||"80857191"|"82283155"
"Sandy loam"||"80860950"|"82286927"
"Silt loam"||"80855169"|"82281128"
"Silt loam"||"80855440"|"82281400"
"Sandy loam"||"80861653"|"82287633"
"Fine sandy loam"||"80856975"|"82282939"
"Very fine sandy loam"||"80922647"|"82349972"
"Very fine sandy loam"||"80922697"|"82350023"
"Silt loam"||"80859391"|"82285365"
"Loam"||"80859610"|"82285584"
"Silt loam"||"80860144"|"82286119"
|"Unweathered bedrock"|"80860488"|"82286464"
"Very fine sandy loam"||"80860341"|"82286317"
"Silt loam"||"80859581"|"82285555"
"Silt loam"||"80859486"|"82285460"
"Silty clay"||"80856331"|"82282292"
"Fine sandy loam"||"80860621"|"82286597"
"Loamy fine sand"||"80860983"|"82286960"
"Loam"||"80857350"|"82283316"
"Coarse sand"||"80859296"|"82285267"
"Loamy coarse sand"||"80859296"|"82285268"
"Fine sandy loam"||"80923987"|"82351322"
"Silt loam"||"80857650"|"82283618"
"Clay loam"||"80855306"|"82281266"
"Coarse sand"||"80856279"|"82282240"
"Loamy sand"||"80856618"|"82282580"
"Fine sandy loam"||"80857994"|"82283963"
"Coarse sand"||"80854962"|"82280920"
"Fine sand"||"80859745"|"82285719"
"Sandy loam"||"80920906"|"82348187"
"Loam"||"80856826"|"82282789"
"Silt loam"||"80857265"|"82283229"
"Silty clay loam"||"80855487"|"82281447"
"Fine sandy loam"||"80859198"|"82285168"
"Sandy loam"||"80857714"|"82283682"
"Silt loam"||"80859912"|"82285887"
"Fine sandy loam"||"80923658"|"82350993"
"Silt loam"||"80859370"|"82285344"
"Silt loam"||"80861881"|"82287861"
|"Unweathered bedrock"|"80924219"|"82351554"
"Fine sandy loam"||"80923417"|"82350749"
"Fine sandy loam"||"80858035"|"82284004"
"Loam"||"80857439"|"82283407"
"Sandy loam"||"80857775"|"82283743"
"Fine sandy loam"||"80924061"|"82351396"
"Silt loam"||"80924292"|"82351627"
"Fine sandy loam"||"80860615"|"82286591"
"Fine sandy loam"||"80858841"|"82284810"
"Loam"||"80855801"|"82281761"
"Fine sandy loam"||"80856644"|"82282606"
"Sandy loam"||"80860475"|"82286451"
"Loamy sand"||"80857629"|"82283597"
"Coarse sand"||"80855148"|"82281107"
"Silt loam"||"80855973"|"82281933"
"Silt loam"||"80860433"|"82286409"
"Fine sandy loam"||"80858067"|"82284036"
"Silt loam"||"80858046"|"82284015"
|"Mucky peat"|"80922854"|"82350183"
"Silt loam"||"80857069"|"82283033"
"Sand"||"80859146"|"82285116"
"Loamy fine sand"||"80859172"|"82285142"
"Coarse sand"||"80861351"|"82287331"
"Silt loam"||"80858104"|"82284073"
"Very fine sandy loam"||"80922635"|"82349958"
"Silt loam"||"80860214"|"82286189"
"Silt loam"||"80857207"|"82283171"
"Silt loam"||"80860122"|"82286097"
"Loam"||"80858473"|"82284442"
"Silt loam"||"80855878"|"82281838"
"Fine sandy loam"||"80860821"|"82286798"
"Loamy sand"||"80855513"|"82281473"
"Sandy loam"||"80923647"|"82350982"
"Sandy loam"||"80857724"|"82283692"
"Coarse sandy loam"||"80855087"|"82281046"
"Silt loam"||"80855179"|"82281138"
"Loamy fine sand"||"80856182"|"82282143"
"Fine sandy loam"||"80859693"|"82285667"
"Sandy loam"||"80861616"|"82287596"
"Sandy loam"||"80922845"|"82350174"
"Loamy fine sand"||"80855962"|"82281922"
"Fine sandy loam"||"80859143"|"82285113"
"Sandy loam"||"80860876"|"82286853"
"Sandy loam"||"80856912"|"82282876"
"Loam"||"80855317"|"82281277"
|"Muck"|"80859209"|"82285179"
"Silt loam"||"80856607"|"82282569"
"Fine sandy loam"||"80854929"|"82280887"
"Silt loam"||"80856837"|"82282800"
"Fine sand"||"80859474"|"82285448"
"Sandy loam"||"80861248"|"82287227"
"Fine sandy loam"||"80857921"|"82283890"
"Coarse sand"||"80861111"|"82287089"
"Fine sandy loam"||"80855203"|"82281162"
"Loam"||"80858484"|"82284453"
"Loamy sand"||"80923950"|"82351285"
"Loamy fine sand"||"80860436"|"82286412"
"Loam"||"80855805"|"82281765"
"Sand"||"80856149"|"82282110"
|"Muck"|"80858072"|"82284041"
"Loamy sand"||"80922668"|"82349993"
"Loam"||"80860673"|"82286649"
"Loamy sand"||"80923660"|"82350995"
"Coarse sand"||"80858041"|"82284010"
"Fine sandy loam"||"80859697"|"82285671"
"Loamy sand"||"80922614"|"82349937"
"Fine sandy loam"||"80857869"|"82283837"
"Fine sandy loam"||"80855461"|"82281421"
"Sandy loam"||"80859150"|"82285120"
"Loam"||"80861476"|"82287456"
"Loam"||"80859381"|"82285355"
"Loam"||"80861627"|"82287607"
"Coarse sand"||"80859923"|"82285898"
"Loam"||"80858852"|"82284821"
|"Unweathered bedrock"|"80859412"|"82285386"
"Loamy very fine sand"||"80859871"|"82285846"
"Fine sandy loam"||"80860939"|"82286916"
"Silt loam"||"80922604"|"82349927"
"Sandy loam"||"80857692"|"82283660"
"Loam"||"80861730"|"82287710"
"Silty clay"||"80855477"|"82281437"
"Loamy fine sand"||"80856097"|"82282057"
"Loam"||"80856681"|"82282644"
"Fine sandy loam"||"80859047"|"82285016"
"Loamy sand"||"80854925"|"82280883"
"Loam"||"80856526"|"82282487"
"Sandy loam"||"80857671"|"82283639"
"Silty clay"||"80856025"|"82281985"
"Coarse sand"||"80860464"|"82286440"
"Sandy loam"||"80860173"|"82286148"
"Sandy loam"||"80855835"|"82281795"
"Silt loam"||"80861914"|"82287894"
"Sandy loam"||"80859623"|"82285597"
"Fine sandy loam"||"80859358"|"82285332"
"Silt loam"||"80924306"|"82351641"
"Fine sandy loam"||"80858871"|"82284840"
"Sandy loam"||"80922857"|"82350186"
"Sand"||"80856032"|"82281992"
"Sandy loam"||"80856974"|"82282938"
"Fine sandy loam"||"80923467"|"82350801"
"Silt loam"||"80857924"|"82283893"
"Loam"||"80855662"|"82281622"
"Coarse sandy loam"||"80860463"|"82286439"
"Silt loam"||"80858656"|"82284625"
"Loam"||"80860106"|"82286081"
"Fine sandy loam"||"80856778"|"82282741"
"Silt loam"||"80859631"|"82285605"
"Fine sandy loam"||"80857423"|"82283391"
"Very fine sandy loam"||"80860147"|"82286122"
"Silt loam"||"80860337"|"82286313"
"Silt loam"||"80855259"|"82281219"
"Fine sandy loam"||"80858689"|"82284658"
"Loam"||"80924014"|"82351349"
"Silt loam"||"80856663"|"82282626"
"Silty clay loam"||"80861269"|"82287248"
"Sandy loam"||"80922702"|"82350029"
"Silt loam"||"80858445"|"82284414"
"Fine sandy loam"||"80860781"|"82286757"
"Silt loam"||"80855189"|"82281148"
"Loamy fine sand"||"80859188"|"82285158"
"Silt loam"||"80858987"|"82284956"
"Silt loam"||"80858288"|"82284257"
"Silty clay"||"80859905"|"82285880"
"Fine sandy loam"||"80855600"|"82281560"
"Loamy sand"||"80856249"|"82282210"
"Loam"||"80858966"|"82284935"
"Silt loam"||"80858195"|"82284164"
"Fine sandy loam"||"80858829"|"82284798"
"Loamy fine sand"||"80855995"|"82281955"
"Silty clay loam"||"80855454"|"82281414"
|"Unweathered bedrock"|"80859081"|"82285050"
"Loamy sand"||"80860728"|"82286704"
|"Mucky peat"|"80856135"|"82282096"
"Silt loam"||"80860866"|"82286843"
"Fine sandy loam"||"80859425"|"82285399"
"Fine sandy loam"||"80923405"|"82350737"
"Loamy fine sand"||"80859726"|"82285700"
"Silt loam"||"80861583"|"82287563"
|"Muck"|"80858956"|"82284925"
"Fine sandy loam"||"80857552"|"82283520"
"Very fine sandy loam"||"80856819"|"82282782"
"Very fine sandy loam"||"80920866"|"82348146"
"Sandy loam"||"80859628"|"82285602"
"Loamy sand"||"80861213"|"82287191"
"Fine sandy loam"||"80923420"|"82350752"
"Fine sandy loam"||"80860842"|"82286819"
"Silt loam"||"80859720"|"82285694"
"Silt loam"||"80860082"|"82286057"
"Sand"||"80857887"|"82283855"
"Silt loam"||"80856634"|"82282596"
"Loam"||"80856444"|"82282405"
"Silt loam"||"80855505"|"82281465"
"Loamy sand"||"80859748"|"82285722"
"Loam"||"80859863"|"82285838"
"Loamy sand"||"80857584"|"82283552"
"Loamy sand"||"80858069"|"82284038"
"Loamy sand"||"80922868"|"82350197"
"Sand"||"80859219"|"82285189"
"Sand"||"80856006"|"82281966"
"Fine sandy loam"||"80922665"|"82349990"
"Silt loam"||"80859936"|"82285911"
"Silt loam"||"80861499"|"82287479"
"Sandy loam"||"80860739"|"82286715"
|"Muck"|"80857011"|"82282975"
"Silt loam"||"80857486"|"82283454"
"Silt loam"||"80924221"|"82351556"
"Silt loam"||"80855442"|"82281402"
"Loam"||"80856423"|"82282384"
"Silt loam"||"80855381"|"82281341"
"Sandy loam"||"80858861"|"82284830"
"Fine sandy loam"||"80858678"|"82284647"
"Coarse sand"||"80856087"|"82282047"
"Loam"||"80859979"|"82285954"
"Loamy sand"||"80860624"|"82286600"
"Loamy sand"||"80858586"|"82284555"
"Sandy loam"||"80920840"|"82348119"
"Silt loam"||"80856582"|"82282544"
"Silt loam"||"80856926"|"82282890"
"Sandy loam"||"80855141"|"82281100"
"Silt loam"||"80861729"|"82287709"
"Loamy sand"||"80920829"|"82348107"
"Silt loam"||"80859347"|"82285321"
"Sand"||"80857528"|"82283496"
"Loamy sand"||"80923394"|"82350726"
"Silt loam"||"80861572"|"82287552"
"Sandy loam"||"80859103"|"82285072"
"Sandy loam"||"80861424"|"82287404"
"Sandy loam"||"80858934"|"82284903"
"Sandy loam"||"80923622"|"82350957"
"Clay"||"80858343"|"82284312"
"Fine sandy loam"||"80858977"|"82284946"
"Coarse sand"||"80860877"|"82286854"
"Fine sandy loam"||"80855880"|"82281840"
"Silt loam"||"80856719"|"82282682"
"Coarse sand"||"80855042"|"82281001"
"Sandy loam"||"80858872"|"82284841"
"Fine sandy loam"||"80860697"|"82286673"
"Silty clay loam"||"80860353"|"82286329"
"Silt loam"||"80859506"|"82285480"
