"not used"|"14203423"|"9815696"
"not used"|"14203424"|"9815697"
"not used"|"14203425"|"9815698"
"not used"|"14203426"|"9815699"
"not used"|"14203427"|"9815700"
"not used"|"14203428"|"9815701"
"not used"|"14203429"|"9815702"
"not used"|"14203430"|"9815703"
"not used"|"14203431"|"9815704"
"not used"|"14203432"|"9815705"
"not used"|"14203433"|"9815706"
"not used"|"14203434"|"9815707"
"not used"|"14203435"|"9815708"
"not used"|"14203436"|"9815709"
"shallow"|"14203437"|"9815710"
"shallow"|"14203438"|"9815711"
"shallow"|"14203439"|"9815712"
"not used"|"14203440"|"9815713"
"not used"|"14203441"|"9815714"
"not used"|"14203442"|"9815715"
"shallow"|"14203443"|"9815716"
"not used"|"14203444"|"9815717"
"not used"|"14203445"|"9815718"
"not used"|"14203446"|"9815719"
"not used"|"14203447"|"9815720"
"not used"|"14203448"|"9815721"
"shallow"|"14203449"|"9815722"
"not used"|"14203450"|"9815723"
"not used"|"14203451"|"9815724"
"not used"|"14203452"|"9815725"
"not used"|"14203453"|"9815726"
"not used"|"14203454"|"9815727"
"not used"|"14203455"|"9815728"
"not used"|"14203456"|"9815729"
"not used"|"14203457"|"9815730"
"not used"|"14203458"|"9815731"
"not used"|"14203459"|"9815732"
"not used"|"14203460"|"9815733"
"not used"|"14203461"|"9815734"
"not used"|"14203462"|"9815735"
"not used"|"14203463"|"9815736"
"not used"|"14203464"|"9815737"
"not used"|"14203465"|"9815738"
"shallow"|"14203466"|"9815739"
"shallow"|"14203467"|"9815740"
"not used"|"14203468"|"9815741"
"shallow"|"14203469"|"9815742"
"not used"|"14203470"|"9815743"
"not used"|"14203471"|"9815744"
"not used"|"14203472"|"9815745"
"not used"|"14203473"|"9815746"
"shallow"|"14203474"|"9815747"
"not used"|"14203475"|"9815748"
"not used"|"14203476"|"9815749"
"not used"|"14203477"|"9815750"
"shallow"|"14203478"|"9815751"
"not used"|"14203479"|"9815752"
"not used"|"14203480"|"9815753"
"not used"|"14203481"|"9815754"
"not used"|"14203482"|"9815755"
"not used"|"14203483"|"9815756"
"shallow"|"14203484"|"9815757"
"shallow"|"14203485"|"9815758"
"not used"|"14203486"|"9815759"
"not used"|"14203487"|"9815760"
"not used"|"14203489"|"9815761"
"not used"|"14203490"|"9815762"
"not used"|"14203492"|"9815763"
"not used"|"14203493"|"9815764"
"not used"|"14203494"|"9815765"
"not used"|"14203495"|"9815766"
"not used"|"14203496"|"9815767"
"not used"|"14203497"|"9815768"
"not used"|"14203498"|"9815769"
"not used"|"14203499"|"9815770"
"not used"|"14203501"|"9815771"
"not used"|"14203502"|"9815772"
"not used"|"14203504"|"9815773"
"not used"|"14203505"|"9815774"
"not used"|"14203506"|"9815775"
"not used"|"14203507"|"9815776"
"shallow"|"14203508"|"9815777"
"not used"|"14203509"|"9815778"
"not used"|"14203510"|"9815779"
"not used"|"14203511"|"9815780"
"shallow"|"14203512"|"9815781"
"not used"|"14203513"|"9815782"
"not used"|"14203514"|"9815783"
"shallow"|"14203515"|"9815784"
"not used"|"14203516"|"9815785"
"not used"|"14203517"|"9815786"
"not used"|"14203518"|"9815787"
"shallow"|"14203519"|"9815788"
"not used"|"14203520"|"9815789"
"shallow"|"14203521"|"9815790"
"not used"|"14203522"|"9815791"
"not used"|"14203523"|"9815792"
"not used"|"14203524"|"9815793"
"not used"|"14203525"|"9815794"
"not used"|"14203526"|"9815795"
"not used"|"14203527"|"9815796"
"not used"|"14203528"|"9815797"
"not used"|"14203529"|"9815798"
"not used"|"14203530"|"9815799"
"not used"|"14203531"|"9815800"
"not used"|"14203532"|"9815801"
"not used"|"14203533"|"9815802"
"not used"|"14203534"|"9815803"
"shallow"|"14203535"|"9815804"
"not used"|"14203536"|"9815805"
"not used"|"14203537"|"9815806"
"not used"|"14203538"|"9815807"
"not used"|"14203539"|"9815808"
"not used"|"14203540"|"9815809"
"shallow"|"14203541"|"9815810"
"shallow"|"14203542"|"9815811"
"not used"|"14203543"|"9815812"
"not used"|"14203544"|"9815813"
"not used"|"14203545"|"9815814"
"not used"|"14203546"|"9815815"
"not used"|"14203547"|"9815816"
"not used"|"14203548"|"9815817"
"not used"|"14203549"|"9815818"
"not used"|"14203550"|"9815819"
"not used"|"14203551"|"9815820"
"not used"|"14203552"|"9815821"
"not used"|"14203553"|"9815822"
"not used"|"14203554"|"9815823"
"not used"|"14203555"|"9815824"
"not used"|"14203556"|"9815825"
"not used"|"14203557"|"9815826"
"not used"|"14203558"|"9815827"
"not used"|"14203559"|"9815828"
"not used"|"14203560"|"9815829"
"shallow"|"14203561"|"9815830"
"not used"|"14203562"|"9815831"
"not used"|"14203564"|"9815832"
"not used"|"14203565"|"9815833"
"not used"|"14203566"|"9815834"
"not used"|"14203567"|"9815835"
"not used"|"14203568"|"9815836"
"not used"|"14203569"|"9815837"
"not used"|"14203570"|"9815838"
"not used"|"14203571"|"9815839"
"not used"|"14203572"|"9815840"
"shallow"|"14203573"|"9815841"
"shallow"|"14203574"|"9815842"
"not used"|"14203575"|"9815843"
"not used"|"14203576"|"9815844"
"not used"|"14203577"|"9815845"
"not used"|"14203578"|"9815846"
"not used"|"14203580"|"9815847"
"not used"|"14203581"|"9815848"
"not used"|"14203582"|"9815849"
"not used"|"14203583"|"9815850"
"shallow"|"14203584"|"9815851"
"shallow"|"14203585"|"9815852"
"not used"|"14203586"|"9815853"
"not used"|"14203587"|"9815854"
"not used"|"14203588"|"9815855"
"not used"|"14203589"|"9815856"
"not used"|"14203590"|"9815857"
"not used"|"14203592"|"9815858"
"not used"|"14203593"|"9815859"
"shallow"|"14203594"|"9815860"
"not used"|"14203595"|"9815861"
"shallow"|"14203596"|"9815862"
"shallow"|"14203597"|"9815863"
"shallow"|"14203598"|"9815864"
"not used"|"14203599"|"9815865"
"not used"|"14203600"|"9815866"
"not used"|"14203601"|"9815867"
"not used"|"14203602"|"9815868"
"shallow"|"14203603"|"9815869"
"not used"|"14203604"|"9815870"
"not used"|"14203605"|"9815871"
"not used"|"14203606"|"9815872"
"not used"|"14203607"|"9815873"
"not used"|"14203608"|"9815874"
"not used"|"14203609"|"9815875"
"not used"|"14203610"|"9815876"
"not used"|"14203611"|"9815877"
"not used"|"14203612"|"9815878"
"not used"|"14203613"|"9815879"
