0|9|17||5|40|75||||"40856850"|"69857575"
0|13|26||2|4|5||||"40856851"|"69857576"
9|21|33||5|40|75||||"40856851"|"69857577"
6|10|14||75|162|250||||"40856851"|"69857578"
0|15|30||2|4|5||||"40856852"|"69857579"
9|24|38||5|40|75||||"40856852"|"69857580"
3|7|11||75|162|250||||"40856852"|"69857581"
0|1|1||250|625|1000||||"40856852"|"69857582"
0|15|30||2|4|5||||"40856853"|"69857583"
9|24|38||5|40|75||||"40856853"|"69857584"
3|7|11||75|162|250||||"40856853"|"69857585"
0|1|1||250|625|1000||||"40856853"|"69857586"
0|10|20||2|4|5||||"40856854"|"69857587"
14|28|41||5|40|75||||"40856854"|"69857588"
6|16|25||75|162|250||||"40856854"|"69857589"
0|1|1||250|625|1000||||"40856854"|"69857590"
0|3|6||2|4|5||||"40856859"|"69857591"
0|2|3||5|40|75||||"40856859"|"69857592"
0|3|6||2|4|5||||"40856860"|"69857593"
0|2|3||5|40|75||||"40856860"|"69857594"
0|3|6||2|4|5||||"40856861"|"69857595"
0|2|3||5|40|75||||"40856861"|"69857596"
0|3|6||2|4|5||||"40856862"|"69857597"
0|2|3||5|40|75||||"40856862"|"69857598"
0|3|6||2|4|5||||"40856863"|"69857599"
0|2|3||5|40|75||||"40856863"|"69857600"
0|3|6||2|4|5||||"40856864"|"69857601"
0|2|3||5|40|75||||"40856864"|"69857602"
0|7|14||2|4|5||||"40856866"|"69857603"
0|5|9||5|40|75||||"40856866"|"69857604"
0|7|14||2|4|5||||"40856867"|"69857605"
0|6|11||5|40|75||||"40856867"|"69857606"
0|17|34||2|4|5||||"40856868"|"69857607"
0|16|31||5|40|75||||"40856868"|"69857608"
0|2|3||2|4|5||||"40856869"|"69857609"
0|2|3||5|40|75||||"40856869"|"69857610"
0|2|3||2|4|5||||"40856870"|"69857611"
0|2|3||5|40|75||||"40856870"|"69857612"
0|2|3||2|4|5||||"40856871"|"69857613"
0|2|3||5|40|75||||"40856871"|"69857614"
0|2|3||2|4|5||||"40856872"|"69857615"
0|2|3||5|40|75||||"40856872"|"69857616"
0|7|14||2|4|5||||"40856873"|"69857617"
0|3|6||5|40|75||||"40856873"|"69857618"
0|2|3||2|4|5||||"40856874"|"69857619"
0|2|3||5|40|75||||"40856874"|"69857620"
0|9|17||2|4|5||||"40856875"|"69857621"
0|6|11||5|40|75||||"40856875"|"69857622"
0|1|1||75|162|250||||"40856875"|"69857623"
0|7|14||2|4|5||||"40856876"|"69857624"
3|7|11||5|40|75||||"40856876"|"69857625"
0|3|6||75|162|250||||"40856876"|"69857626"
0|9|17||2|4|5||||"40856877"|"69857627"
2|8|14||5|40|75||||"40856877"|"69857628"
0|6|11||75|162|250||||"40856877"|"69857629"
0|3|6||250|625|1000||||"40856877"|"69857630"
0|7|14||2|4|5||||"40856878"|"69857631"
4|9|14||5|40|75||||"40856878"|"69857632"
0|6|11||75|162|250||||"40856878"|"69857633"
0|3|6||250|625|1000||||"40856878"|"69857634"
0|2|3||2|4|5||||"40856881"|"69857635"
0|2|3||5|40|75||||"40856881"|"69857636"
0|7|14||2|4|5||||"40856882"|"69857637"
0|3|6||5|40|75||||"40856882"|"69857638"
0|2|3||2|4|5||||"40856883"|"69857639"
0|2|3||5|40|75||||"40856883"|"69857640"
0|9|17||2|4|5||||"40856884"|"69857641"
0|6|11||5|40|75||||"40856884"|"69857642"
0|1|1||75|162|250||||"40856884"|"69857643"
0|2|3||2|4|5||||"40856885"|"69857644"
0|2|3||5|40|75||||"40856885"|"69857645"
0|7|14||2|4|5||||"40856886"|"69857646"
0|3|6||5|40|75||||"40856886"|"69857647"
0|2|3||2|4|5||||"40856887"|"69857648"
0|2|3||5|40|75||||"40856887"|"69857649"
0|9|17||2|4|5||||"40856888"|"69857650"
0|6|11||5|40|75||||"40856888"|"69857651"
0|1|1||75|162|250||||"40856888"|"69857652"
0|7|14||2|4|5||||"40856890"|"69857653"
0|5|9||5|40|75||||"40856890"|"69857654"
0|7|14||2|4|5||||"40856891"|"69857655"
0|6|11||5|40|75||||"40856891"|"69857656"
0|17|34||2|4|5||||"40856892"|"69857657"
0|16|31||5|40|75||||"40856892"|"69857658"
0|2|3||2|4|5||||"40856893"|"69857659"
0|2|3||2|4|5||||"40856894"|"69857660"
0|13|26||2|4|5||||"40856896"|"69857661"
9|21|33||5|40|75||||"40856896"|"69857662"
6|10|14||75|162|250||||"40856896"|"69857663"
0|15|30||2|4|5||||"40856897"|"69857664"
9|24|38||5|40|75||||"40856897"|"69857665"
3|7|11||75|162|250||||"40856897"|"69857666"
0|1|1||250|625|1000||||"40856897"|"69857667"
0|15|30||2|4|5||||"40856898"|"69857668"
9|24|38||5|40|75||||"40856898"|"69857669"
3|7|11||75|162|250||||"40856898"|"69857670"
0|1|1||250|625|1000||||"40856898"|"69857671"
0|10|20||2|4|5||||"40856899"|"69857672"
14|28|41||5|40|75||||"40856899"|"69857673"
6|16|25||75|162|250||||"40856899"|"69857674"
0|1|1||250|625|1000||||"40856899"|"69857675"
0|5|9||2|4|5||||"40856900"|"69857676"
0|5|9||2|4|5||||"40856901"|"69857677"
0|5|9||2|4|5||||"40856902"|"69857678"
0|5|9||2|4|5||||"40856903"|"69857679"
0|5|9||2|4|5||||"40856904"|"69857680"
0|3|6||5|40|75||||"40856904"|"69857681"
0|5|9||2|4|5||||"40856905"|"69857682"
0|3|6||5|40|75||||"40856905"|"69857683"
0|5|9||2|4|5||||"40856906"|"69857684"
0|3|6||5|40|75||||"40856906"|"69857685"
0|6|11||2|4|5||||"40856907"|"69857686"
0|5|9||5|40|75||||"40856907"|"69857687"
0|6|11||2|4|5||||"40856908"|"69857688"
0|5|9||5|40|75||||"40856908"|"69857689"
0|7|14||2|4|5||||"40856909"|"69857690"
0|5|9||5|40|75||||"40856909"|"69857691"
0|17|34||2|4|5||||"40856910"|"69857692"
0|14|28||5|40|75||||"40856910"|"69857693"
0|2|3||75|162|250||||"40856910"|"69857694"
0|10|20||2|4|5||||"40856911"|"69857695"
8|16|23||5|40|75||||"40856911"|"69857696"
0|2|3||75|162|250||||"40856911"|"69857697"
0|19|37||2|4|5||||"40856912"|"69857698"
3|19|34||5|40|75||||"40856912"|"69857699"
0|3|6||75|162|250||||"40856912"|"69857700"
0|1|1||250|625|1000||||"40856912"|"69857701"
0|11|22||2|4|5||||"40856913"|"69857702"
20|32|43||5|40|75||||"40856913"|"69857703"
3|7|11||75|162|250||||"40856913"|"69857704"
0|1|1||250|625|1000||||"40856913"|"69857705"
0|11|22||2|4|5||||"40856914"|"69857706"
20|32|43||5|40|75||||"40856914"|"69857707"
3|7|11||75|162|250||||"40856914"|"69857708"
0|1|1||250|625|1000||||"40856914"|"69857709"
0|9|17||2|4|5||||"40856915"|"69857710"
5|13|20||5|40|75||||"40856915"|"69857711"
0|3|6||75|162|250||||"40856915"|"69857712"
0|1|1||250|625|1000||||"40856915"|"69857713"
0|12|23||2|4|5||||"40856916"|"69857714"
0|10|20||5|40|75||||"40856916"|"69857715"
0|3|6||75|162|250||||"40856916"|"69857716"
0|2|3||250|625|1000||||"40856916"|"69857717"
0|12|23||2|4|5||||"40856917"|"69857718"
0|10|20||5|40|75||||"40856917"|"69857719"
0|3|6||75|162|250||||"40856917"|"69857720"
0|2|3||250|625|1000||||"40856917"|"69857721"
0|10|20||2|4|5||||"40856918"|"69857722"
8|16|23||5|40|75||||"40856918"|"69857723"
0|2|3||75|162|250||||"40856918"|"69857724"
0|19|37||2|4|5||||"40856919"|"69857725"
3|19|34||5|40|75||||"40856919"|"69857726"
0|3|6||75|162|250||||"40856919"|"69857727"
0|1|1||250|625|1000||||"40856919"|"69857728"
0|11|22||2|4|5||||"40856920"|"69857729"
20|32|43||5|40|75||||"40856920"|"69857730"
3|7|11||75|162|250||||"40856920"|"69857731"
0|1|1||250|625|1000||||"40856920"|"69857732"
0|11|22||2|4|5||||"40856921"|"69857733"
20|32|43||5|40|75||||"40856921"|"69857734"
3|7|11||75|162|250||||"40856921"|"69857735"
0|1|1||250|625|1000||||"40856921"|"69857736"
0|6|11||2|4|5||||"40856922"|"69857737"
0|5|9||5|40|75||||"40856922"|"69857738"
0|6|11||2|4|5||||"40856923"|"69857739"
0|5|9||5|40|75||||"40856923"|"69857740"
0|7|14||2|4|5||||"40856924"|"69857741"
0|5|9||5|40|75||||"40856924"|"69857742"
0|17|34||2|4|5||||"40856925"|"69857743"
0|14|28||5|40|75||||"40856925"|"69857744"
0|2|3||75|162|250||||"40856925"|"69857745"
0|10|20||2|4|5||||"40856926"|"69857746"
7|18|28||5|40|75||||"40856926"|"69857747"
0|6|11||75|162|250||||"40856926"|"69857748"
0|12|23||2|4|5||||"40856927"|"69857749"
7|18|28||5|40|75||||"40856927"|"69857750"
0|6|11||75|162|250||||"40856927"|"69857751"
0|12|23||2|4|5||||"40856928"|"69857752"
7|18|28||5|40|75||||"40856928"|"69857753"
0|6|11||75|162|250||||"40856928"|"69857754"
0|9|17||2|4|5||||"40856929"|"69857755"
18|31|43||5|40|75||||"40856929"|"69857756"
0|10|20||75|162|250||||"40856929"|"69857757"
0|2|3||2|4|5||||"40856930"|"69857758"
0|2|3||5|40|75||||"40856930"|"69857759"
0|2|3||2|4|5||||"40856931"|"69857760"
0|2|3||5|40|75||||"40856931"|"69857761"
0|2|3||2|4|5||||"40856932"|"69857762"
0|2|3||5|40|75||||"40856932"|"69857763"
5|13|20||5|40|75||||"40856933"|"69857764"
0|3|6||75|162|250||||"40856933"|"69857765"
0|1|1||250|625|1000||||"40856933"|"69857766"
0|9|17||2|4|5||||"40856933"|"69857767"
0|12|23||2|4|5||||"40856934"|"69857768"
0|10|20||5|40|75||||"40856934"|"69857769"
0|3|6||75|162|250||||"40856934"|"69857770"
0|2|3||250|625|1000||||"40856934"|"69857771"
0|12|23||2|4|5||||"40856935"|"69857772"
0|10|20||5|40|75||||"40856935"|"69857773"
0|3|6||75|162|250||||"40856935"|"69857774"
0|2|3||250|625|1000||||"40856935"|"69857775"
0|6|11||2|4|5||||"40856936"|"69857776"
3|6|9||5|40|75||||"40856936"|"69857777"
0|2|3||75|162|250||||"40856936"|"69857778"
0|1|1||250|625|1000||||"40856936"|"69857779"
0|12|23||2|4|5||||"40856937"|"69857780"
2|11|20||5|40|75||||"40856937"|"69857781"
0|3|6||75|162|250||||"40856937"|"69857782"
0|2|3||250|625|1000||||"40856937"|"69857783"
0|12|23||2|4|5||||"40856938"|"69857784"
2|11|20||5|40|75||||"40856938"|"69857785"
0|3|6||75|162|250||||"40856938"|"69857786"
0|2|3||250|625|1000||||"40856938"|"69857787"
0|12|23||2|4|5||||"40856939"|"69857788"
3|10|17||5|40|75||||"40856939"|"69857789"
0|3|6||75|162|250||||"40856939"|"69857790"
0|1|1||250|625|1000||||"40856939"|"69857791"
0|13|26||2|4|5||||"40856940"|"69857792"
5|14|23||5|40|75||||"40856940"|"69857793"
0|5|9||75|162|250||||"40856940"|"69857794"
0|2|3||250|625|1000||||"40856940"|"69857795"
0|2|3||2|4|5||||"40856944"|"69857796"
0|2|3||5|40|75||||"40856944"|"69857797"
0|2|3||2|4|5||||"40856945"|"69857798"
0|2|3||5|40|75||||"40856945"|"69857799"
0|2|3||2|4|5||||"40856946"|"69857800"
0|2|3||5|40|75||||"40856946"|"69857801"
0|10|20||2|4|5||||"40856947"|"69857802"
7|18|28||5|40|75||||"40856947"|"69857803"
0|6|11||75|162|250||||"40856947"|"69857804"
0|12|23||2|4|5||||"40856948"|"69857805"
7|18|28||5|40|75||||"40856948"|"69857806"
0|6|11||75|162|250||||"40856948"|"69857807"
0|12|23||2|4|5||||"40856949"|"69857808"
7|18|28||5|40|75||||"40856949"|"69857809"
0|6|11||75|162|250||||"40856949"|"69857810"
0|9|17||2|4|5||||"40856950"|"69857811"
18|31|43||5|40|75||||"40856950"|"69857812"
0|10|20||75|162|250||||"40856950"|"69857813"
0|1|1||2|4|5||||"40856951"|"69857814"
56|57|57||5|40|75||||"40856951"|"69857815"
0|12|23||2|4|5||||"40856952"|"69857816"
0|9|17||5|40|75||||"40856952"|"69857817"
0|5|9||75|162|250||||"40856952"|"69857818"
0|3|6||250|625|1000||||"40856952"|"69857819"
0|12|23||2|4|5||||"40856953"|"69857820"
0|9|17||5|40|75||||"40856953"|"69857821"
0|5|9||75|162|250||||"40856953"|"69857822"
0|3|6||250|625|1000||||"40856953"|"69857823"
0|13|26||2|4|5||||"40856954"|"69857824"
2|8|14||5|40|75||||"40856954"|"69857825"
0|5|9||75|162|250||||"40856954"|"69857826"
0|13|26||2|4|5||||"40856955"|"69857827"
2|8|14||5|40|75||||"40856955"|"69857828"
0|5|9||75|162|250||||"40856955"|"69857829"
0|1|1||250|625|1000||||"40856955"|"69857830"
0|16|32||2|4|5||||"40856956"|"69857831"
7|23|38||5|40|75||||"40856956"|"69857832"
3|7|11||75|162|250||||"40856956"|"69857833"
0|1|1||250|625|1000||||"40856956"|"69857834"
0|10|20||2|4|5||||"40856957"|"69857835"
8|16|23||5|40|75||||"40856957"|"69857836"
0|2|3||75|162|250||||"40856957"|"69857837"
0|19|37||2|4|5||||"40856958"|"69857838"
3|19|34||5|40|75||||"40856958"|"69857839"
0|3|6||75|162|250||||"40856958"|"69857840"
0|1|1||250|625|1000||||"40856958"|"69857841"
0|11|22||2|4|5||||"40856959"|"69857842"
20|32|43||5|40|75||||"40856959"|"69857843"
3|7|11||75|162|250||||"40856959"|"69857844"
0|1|1||250|625|1000||||"40856959"|"69857845"
0|11|22||2|4|5||||"40856960"|"69857846"
20|32|43||5|40|75||||"40856960"|"69857847"
3|7|11||75|162|250||||"40856960"|"69857848"
0|1|1||250|625|1000||||"40856960"|"69857849"
0|10|20||2|4|5||||"40856961"|"69857850"
5|10|14||5|40|75||||"40856961"|"69857851"
0|3|6||75|162|250||||"40856961"|"69857852"
0|1|1||250|625|1000||||"40856961"|"69857853"
0|12|23||2|4|5||||"40856962"|"69857854"
2|10|17||5|40|75||||"40856962"|"69857855"
0|3|6||75|162|250||||"40856962"|"69857856"
0|2|3||250|625|1000||||"40856962"|"69857857"
0|12|23||2|4|5||||"40856963"|"69857858"
2|10|17||5|40|75||||"40856963"|"69857859"
0|3|6||75|162|250||||"40856963"|"69857860"
0|2|3||250|625|1000||||"40856963"|"69857861"
0|5|9||2|4|5||||"40856964"|"69857862"
3|6|9||5|40|75||||"40856964"|"69857863"
0|2|3||75|162|250||||"40856964"|"69857864"
0|1|1||250|625|1000||||"40856964"|"69857865"
0|12|23||2|4|5||||"40856965"|"69857866"
2|10|17||5|40|75||||"40856965"|"69857867"
0|3|6||75|162|250||||"40856965"|"69857868"
0|2|3||250|625|1000||||"40856965"|"69857869"
0|12|23||2|4|5||||"40856966"|"69857870"
2|10|17||5|40|75||||"40856966"|"69857871"
0|3|6||75|162|250||||"40856966"|"69857872"
0|2|3||250|625|1000||||"40856966"|"69857873"
0|12|23||2|4|5||||"40856967"|"69857874"
2|10|17||5|40|75||||"40856967"|"69857875"
0|3|6||75|162|250||||"40856967"|"69857876"
0|2|3||250|625|1000||||"40856967"|"69857877"
0|2|3||2|4|5||||"40856968"|"69857878"
0|3|6||2|4|5||||"40856969"|"69857879"
0|2|3||5|40|75||||"40856969"|"69857880"
0|3|6||2|4|5||||"40856970"|"69857881"
0|2|3||5|40|75||||"40856970"|"69857882"
0|6|11||2|4|5||||"40856971"|"69857883"
0|5|9||5|40|75||||"40856971"|"69857884"
0|6|11||2|4|5||||"40856972"|"69857885"
0|5|9||5|40|75||||"40856972"|"69857886"
0|7|14||2|4|5||||"40856973"|"69857887"
0|5|9||5|40|75||||"40856973"|"69857888"
0|17|34||2|4|5||||"40856974"|"69857889"
0|14|28||5|40|75||||"40856974"|"69857890"
0|2|3||75|162|250||||"40856974"|"69857891"
0|6|11||2|4|5||||"40856975"|"69857892"
0|5|9||5|40|75||||"40856975"|"69857893"
0|6|11||2|4|5||||"40856976"|"69857894"
0|5|9||5|40|75||||"40856976"|"69857895"
0|7|14||2|4|5||||"40856977"|"69857896"
0|5|9||5|40|75||||"40856977"|"69857897"
0|17|34||2|4|5||||"40856978"|"69857898"
0|14|28||5|40|75||||"40856978"|"69857899"
0|2|3||75|162|250||||"40856978"|"69857900"
0|10|20||2|4|5||||"40856979"|"69857901"
7|18|28||5|40|75||||"40856979"|"69857902"
0|6|11||75|162|250||||"40856979"|"69857903"
0|12|23||2|4|5||||"40856980"|"69857904"
7|18|28||5|40|75||||"40856980"|"69857905"
0|6|11||75|162|250||||"40856980"|"69857906"
0|12|23||2|4|5||||"40856981"|"69857907"
7|18|28||5|40|75||||"40856981"|"69857908"
0|6|11||75|162|250||||"40856981"|"69857909"
0|9|17||2|4|5||||"40856982"|"69857910"
18|31|43||5|40|75||||"40856982"|"69857911"
0|10|20||75|162|250||||"40856982"|"69857912"
0|10|20||2|4|5||||"40856983"|"69857913"
5|10|14||5|40|75||||"40856983"|"69857914"
0|3|6||75|162|250||||"40856983"|"69857915"
1|2|3||250|625|1000||||"40856983"|"69857916"
0|13|26||2|4|5||||"40856984"|"69857917"
0|7|14||5|40|75||||"40856984"|"69857918"
0|3|6||75|162|250||||"40856984"|"69857919"
0|2|3||250|625|1000||||"40856984"|"69857920"
0|13|26||2|4|5||||"40856985"|"69857921"
0|7|14||5|40|75||||"40856985"|"69857922"
0|3|6||75|162|250||||"40856985"|"69857923"
0|2|3||250|625|1000||||"40856985"|"69857924"
0|13|26||2|4|5||||"40856986"|"69857925"
0|7|14||5|40|75||||"40856986"|"69857926"
0|3|6||75|162|250||||"40856986"|"69857927"
0|2|3||250|625|1000||||"40856986"|"69857928"
0|11|22||2|4|5||||"40856987"|"69857929"
0|10|19||5|40|75||||"40856987"|"69857930"
1|4|6||75|162|250||||"40856987"|"69857931"
1|2|3||250|625|1000||||"40856987"|"69857932"
0|12|23||2|4|5||||"40856988"|"69857933"
0|10|20||5|40|75||||"40856988"|"69857934"
0|3|6||75|162|250||||"40856988"|"69857935"
0|2|3||250|625|1000||||"40856988"|"69857936"
0|12|23||2|4|5||||"40856989"|"69857937"
0|10|20||5|40|75||||"40856989"|"69857938"
0|3|6||75|162|250||||"40856989"|"69857939"
0|2|3||250|625|1000||||"40856989"|"69857940"
0|6|11||2|4|5||||"40856990"|"69857941"
3|7|11||5|40|75||||"40856990"|"69857942"
0|2|3||75|162|250||||"40856990"|"69857943"
0|1|1||250|625|1000||||"40856990"|"69857944"
0|7|14||2|4|5||||"40856991"|"69857945"
2|7|11||5|40|75||||"40856991"|"69857946"
0|3|6||75|162|250||||"40856991"|"69857947"
0|2|3||250|625|1000||||"40856991"|"69857948"
0|7|14||2|4|5||||"40856992"|"69857949"
2|7|11||5|40|75||||"40856992"|"69857950"
0|3|6||75|162|250||||"40856992"|"69857951"
0|2|3||250|625|1000||||"40856992"|"69857952"
0|6|11||2|4|5||||"40856993"|"69857953"
3|7|11||5|40|75||||"40856993"|"69857954"
0|2|3||75|162|250||||"40856993"|"69857955"
0|1|1||250|625|1000||||"40856993"|"69857956"
0|7|14||2|4|5||||"40856994"|"69857957"
2|7|11||5|40|75||||"40856994"|"69857958"
0|3|6||75|162|250||||"40856994"|"69857959"
0|2|3||250|625|1000||||"40856994"|"69857960"
0|7|14||2|4|5||||"40856995"|"69857961"
2|7|11||5|40|75||||"40856995"|"69857962"
0|3|6||75|162|250||||"40856995"|"69857963"
0|2|3||250|625|1000||||"40856995"|"69857964"
0|1|1||2|4|5||||"40856996"|"69857965"
56|57|57||5|40|75||||"40856996"|"69857966"
0|12|23||2|4|5||||"40856997"|"69857967"
0|9|17||5|40|75||||"40856997"|"69857968"
0|5|9||75|162|250||||"40856997"|"69857969"
0|3|6||250|625|1000||||"40856997"|"69857970"
0|12|23||2|4|5||||"40856998"|"69857971"
0|9|17||5|40|75||||"40856998"|"69857972"
0|5|9||75|162|250||||"40856998"|"69857973"
0|3|6||250|625|1000||||"40856998"|"69857974"
0|10|20||2|4|5||||"40856999"|"69857975"
5|10|14||5|40|75||||"40856999"|"69857976"
0|3|6||75|162|250||||"40856999"|"69857977"
1|2|3||250|625|1000||||"40856999"|"69857978"
0|13|26||2|4|5||||"40857000"|"69857979"
0|7|14||5|40|75||||"40857000"|"69857980"
0|3|6||75|162|250||||"40857000"|"69857981"
0|2|3||250|625|1000||||"40857000"|"69857982"
0|13|26||2|4|5||||"40857001"|"69857983"
0|7|14||5|40|75||||"40857001"|"69857984"
0|3|6||75|162|250||||"40857001"|"69857985"
0|2|3||250|625|1000||||"40857001"|"69857986"
0|13|26||2|4|5||||"40857002"|"69857987"
0|7|14||5|40|75||||"40857002"|"69857988"
0|3|6||75|162|250||||"40857002"|"69857989"
0|2|3||250|625|1000||||"40857002"|"69857990"
0|11|21||2|4|5||||"40857003"|"69857991"
2|12|21||5|40|75||||"40857003"|"69857992"
3|6|9||75|162|250||||"40857003"|"69857993"
1|2|3||250|625|1000||||"40857003"|"69857994"
0|12|24||2|4|5||||"40857004"|"69857995"
2|12|22||5|40|75||||"40857004"|"69857996"
3|5|6||75|162|250||||"40857004"|"69857997"
0|2|3||250|625|1000||||"40857004"|"69857998"
0|11|22||2|4|5||||"40857005"|"69857999"
5|14|22||5|40|75||||"40857005"|"69858000"
3|5|6||75|162|250||||"40857005"|"69858001"
0|2|3||250|625|1000||||"40857005"|"69858002"
0|2|3||2|4|5||||"40857006"|"69858003"
54|55|56||5|40|75||||"40857006"|"69858004"
0|12|23||2|4|5||||"40857007"|"69858005"
0|9|17||5|40|75||||"40857007"|"69858006"
0|5|9||75|162|250||||"40857007"|"69858007"
0|3|6||250|625|1000||||"40857007"|"69858008"
0|12|23||2|4|5||||"40857008"|"69858009"
0|9|17||5|40|75||||"40857008"|"69858010"
0|5|9||75|162|250||||"40857008"|"69858011"
0|3|6||250|625|1000||||"40857008"|"69858012"
0|11|22||2|4|5||||"40857009"|"69858013"
0|10|19||5|40|75||||"40857009"|"69858014"
1|4|6||75|162|250||||"40857009"|"69858015"
1|2|3||250|625|1000||||"40857009"|"69858016"
0|12|23||2|4|5||||"40857010"|"69858017"
0|10|20||5|40|75||||"40857010"|"69858018"
0|3|6||75|162|250||||"40857010"|"69858019"
0|2|3||250|625|1000||||"40857010"|"69858020"
0|12|23||2|4|5||||"40857011"|"69858021"
0|10|20||5|40|75||||"40857011"|"69858022"
0|3|6||75|162|250||||"40857011"|"69858023"
0|2|3||250|625|1000||||"40857011"|"69858024"
0|11|21||2|4|5||||"40857012"|"69858025"
2|12|21||5|40|75||||"40857012"|"69858026"
3|6|9||75|162|250||||"40857012"|"69858027"
1|2|3||250|625|1000||||"40857012"|"69858028"
0|12|24||2|4|5||||"40857013"|"69858029"
2|12|22||5|40|75||||"40857013"|"69858030"
3|5|6||75|162|250||||"40857013"|"69858031"
